1631	1140	1930	1740	31	1972
212	386	1177	494	414	816
376	348	1066	1095	1759	237
923	1805	1999	847	806	1285
247	1323	273	243	1720	447
1406	287	1329	816	185	103
1386	1661	214	342	186	1951
1769	1769	1769	996	1146	996
102	1192	1977	956	1186	337
1918	1947	87	1535	538	1934
1649	127	1041	438	1658	1773
135	1321	163	1570	1336	999
1000	1856	1407	593	1791	880
1865	1765	295	1318	1865	1307
68	1481	231	1091	707	634
1518	835	1589	1926	1384	1939
523	959	1560	680	1509	1774
644	693	647	1459	534	1845
971	1243	66	943	1783	1012
1005	1750	1369	1192	748	1201
746	1463	1360	555	913	328
1833	1105	995	1833	1833	995
926	748	1320	1578	964	1117
1298	1702	1587	1676	242	790
157	1017	485	36	1537	1439
1261	1802	62	125	96	887
68	621	1197	1309	1537	1629
826	1746	964	1434	77	1714
1960	852	1976	1926	1968	573
165	392	489	1420	1336	444
1449	702	1400	1780	141	679
951	215	1456	247	1066	468
961	290	893	1530	1359	121
807	1679	787	1584	298	1057
212	1573	674	998	1089	1070
1182	1598	820	990	1184	250
1042	1682	936	1230	1036	772
1405	225	1301	96	703	59
573	741	29	825	1024	1877
1682	1177	823	977	1835	968
127	310	546	1242	769	1095
11	1786	1777	1392	916	1506
812	812	1802	1802	1802	1182
761	1018	1628	1743	944	927
441	1894	1993	1250	1948	285
1398	51	356	920	136	461
1486	1124	1915	1377	1813	376
1626	1155	1342	1680	1289	778
1729	459	971	1401	448	249
878	797	670	1622	1851	1489
62	1293	1327	944	1363	1766
349	840	1471	248	1917	684
958	1046	1377	80	24	447
1076	910	1891	1671	1760	257
1897	948	677	628	177	617
1428	29	31	1297	1958	783
1951	1958	427	449	1120	1392
65	1890	367	749	778	1708
757	259	1604	796	101	1369
529	413	1659	22	974	868
1389	1764	502	813	894	782
1931	348	1088	1648	591	1715
482	1001	279	20	340	989
301	1404	13	1680	426	184
1495	1420	28	1576	51	1651
479	764	1986	737	443	303
411	231	290	482	1675	754
1159	404	935	926	10	1044
836	929	1206	482	490	1536
936	721	1437	1171	1901	482
568	895	641	353	1113	842
1991	14	793	594	1693	1675
1260	498	790	1385	1931	162
179	1621	1412	1906	43	1724
1040	921	1266	468	566	1898
1279	655	1166	1764	1917	1067
922	1306	878	1117	662	1291
14	1736	613	148	538	1509
1417	803	634	1162	630	1048
1480	414	1927	1036	77	1330
1044	1094	61	1069	772	977
636	1983	1309	1688	852	1789
1289	470	1555	439	1398	1845
1523	1843	1987	326	1874	1458
792	377	84	1604	1068	366
640	569	405	193	1157	1179
675	1342	88	56	1398	378
1096	721	309	737	1670	464
1768	471	1913	1680	1744	519
965	276	1290	1055	939	1908
673	1506	539	183	509	810
853	653	1756	1891	655	94
1746	208	168	611	387	786
1293	561	1382	772	1146	1620
1086	66	1353	1375	99	1179
735	1152	39	396	1950	13
1492	898	910	1742	1702	1279
443	1972	1418	1051	687	1907
763	880	958	1406	342	79
1638	652	556	187	1587	424
1897	192	754	117	58	1590
681	923	581	340	1684	1496
1048	1438	1580	1466	156	1153
291	640	1216	1408	1118	1716
908	392	1546	1010	202	408
1683	1999	1777	760	1779	1166
678	1709	1556	242	354	526
1762	136	1366	1806	366	1038
1683	1168	1868	747	558	446
1858	542	1436	436	464	1829
1880	670	904	330	388	302
1982	1899	506	1862	518	797
1289	1093	1622	801	18	213
1191	1030	828	660	71	1488
718	430	353	894	1392	58
1547	1302	955	1863	1283	232
1811	480	351	567	221	563
1397	1999	287	817	1696	451
1425	465	150	1507	1622	1455
510	142	355	204	1734	1295
1990	1902	381	890	909	1437
107	360	732	504	739	483
453	1004	1551	1638	1393	1297
176	1424	598	1711	75	1452
1332	223	583	936	1964	1686
356	1385	799	219	946	1177
655	686	1338	1648	284	143
179	815	1258	1510	463	998
1485	1339	1675	378	72	283
1956	392	384	1404	1732	1704
158	1503	1583	580	1172	1271
629	165	683	47	1778	231
555	309	1426	1236	1587	1001
1700	482	1223	1265	234	86
1148	46	1117	1118	309	1485
1837	784	597	258	1569	487
1026	508	851	1864	1284	294
121	1640	612	111	622	314
1597	1477	215	1541	1916	519
330	1095	1251	1703	881	1523
1074	1436	517	1919	363	476
1862	1993	1211	1755	1892	1508
87	579	1465	1158	1455	697
1980	625	930	507	107	1723
976	1322	1673	1397	933	901
1879	1111	1926	818	1162	1627
1894	843	412	1954	984	1700
1984	1102	1469	1592	1531	1720
804	266	1998	1624	1105	811
295	469	913	1199	1368	269
988	1364	1362	251	164	566
952	1370	75	1308	1238	49
536	405	1181	560	1137	1263
1727	187	710	1436	533	1246
1800	1663	1714	1231	862	1478
809	799	1394	232	516	821
366	1184	1776	1939	280	1103
1570	1177	606	1517	1308	605
492	1566	1702	1806	1299	74
1795	1132	1512	1438	1933	1079
1572	1946	1887	1698	570	1260
1634	40	1013	874	824	428
448	1233	1419	1890	769	948
399	1183	77	637	1701	1465
1454	452	1228	1143	237	1450
553	226	1538	693	1507	1630
839	1546	1647	1670	1315	1089
603	1613	169	1003	65	1903
1186	1767	303	1334	1196	1415
465	165	846	256	751	1065
1416	1846	69	607	1952	644
1786	918	1556	1634	1864	226
604	605	1493	1748	1590	1932
43	1220	1702	1471	1386	1728
1032	365	1664	820	1406	1280
1803	1339	1131	1222	851	568
1697	1696	1287	1090	471	1125
1015	1689	386	1233	507	1645
1604	869	1983	323	589	697
45	166	1307	1982	1815	1501
794	667	1208	1242	851	1836
516	1771	1459	489	1628	1349
1699	148	1584	1695	1732	638
1423	99	495	96	1580	27
1488	172	238	1165	578	804
1948	383	852	315	217	91
1741	184	1949	1424	1731	823
205	595	1687	96	527	574
1503	1689	221	1904	954	1798
1829	1074	489	1555	1443	601
256	1712	377	468	1711	1508
1563	1569	1943	48	1424	1679
826	705	875	257	67	340
1228	1828	1848	1691	1492	1812
88	1285	1518	1640	223	1863
847	470	430	657	1016	1776
272	90	1003	1312	1804	253
485	831	1441	1041	1329	1399
717	61	240	1016	108	412
616	530	1315	720	763	1801
293	1856	1764	428	1599	132
304	386	1536	1774	465	783
1691	642	920	1672	1814	200
1693	841	519	675	136	1709
1459	1459	241	1459	1459	241
1647	1277	779	1574	1422	1199
1028	1412	1880	1833	1410	1646
1765	527	684	1063	1701	1516
156	1673	949	885	709	1002
1159	36	1327	251	1434	1170
1300	1300	443	443	1300	443
1604	611	1289	1997	1957	871
1589	1514	162	1783	969	1231
846	804	1178	707	243	1324
810	1651	291	573	1338	1662
509	1233	1479	1489	1284	184
1133	860	204	1082	880	1659
1132	574	323	1855	1300	392
1382	1680	1321	1662	967	1226
664	759	850	1380	980	1983
590	1376	996	972	748	57
721	1670	147	1230	788	244
414	683	1149	485	785	1324
252	71	1865	590	481	1301
1797	844	518	723	681	1670
1583	1899	1746	1522	736	1005
1489	406	756	1867	1255	881
844	1019	1154	1841	606	634
1345	1869	287	904	1877	125
1336	1666	823	1440	891	696
647	286	716	954	1626	1266
1830	996	1180	1970	609	279
1064	1612	266	1211	446	697
1656	396	964	942	226	1462
1575	41	499	304	1528	596
87	449	1795	347	1548	373
57	463	759	1790	877	1718
194	442	218	1835	656	67
1320	1765	69	542	1624	938
143	1111	900	1005	414	1256
42	1266	1529	449	209	1274
1867	1432	607	1531	551	774
1078	1729	1765	720	152	1625
854	1616	961	178	524	172
172	757	1697	528	756	309
1432	1907	56	691	1971	793
389	1421	902	1610	1791	1907
1575	87	581	1315	1781	1811
878	86	335	1354	1223	283
602	1174	530	954	224	1544
570	1030	1352	1799	1587	617
587	1516	1918	1032	488	481
1980	550	1247	1031	248	904
1221	200	1437	959	1696	1337
1066	411	1086	168	136	684
1939	546	616	458	294	1750
1110	783	1755	203	1998	1776
1396	1712	1298	576	1127	424
1690	798	839	1522	1820	1103
32	1190	1629	295	433	1274
1915	581	431	1377	735	575
1166	1242	1625	306	1752	567
372	889	399	480	305	1822
1243	1781	1824	1603	171	1871
1476	1943	1106	1981	1378	1587
264	495	1381	741	1611	1635
918	383	893	920	161	1971
385	134	737	717	291	1293
1426	780	622	1658	166	1633
1846	1744	69	1885	1220	507
1263	1642	1866	980	212	704
440	1789	876	684	1870	471
33	266	863	723	1144	251
376	1764	560	874	511	374
484	1962	1504	613	1371	779
1758	1232	647	392	1074	144
766	1912	743	1290	1737	259
1382	1072	1319	1842	1135	1684
1609	1409	45	298	1584	1408
1528	1017	522	1797	1423	1213
1307	672	1527	151	1954	1795
155	882	954	1669	1892	1314
507	1068	1543	1157	424	1828
270	730	324	754	1544	1977
1809	45	1011	220	21	1467
1135	1329	1767	514	1708	783
718	1247	233	345	958	392
584	895	232	694	838	569
1567	382	71	82	1886	1583
1085	1640	465	168	1838	1995
678	588	1412	1918	401	1336
1688	932	1106	1713	1534	180
1021	1161	1163	1728	1984	658
1501	155	25	1155	1503	1172
438	1276	986	1106	1333	124
767	494	1040	1287	1162	1545
1480	612	505	516	1831	1995
1399	1796	1808	842	193	1085
1600	1312	969	693	1855	973
575	1174	1271	688	709	1112
1152	845	451	1664	1112	825
83	1350	1669	1836	1730	1904
96	270	1883	1929	744	1650
317	1173	1503	1928	281	186
665	1277	1386	75	426	565
1781	1118	940	686	1966	1217
373	832	1265	102	585	501
17	226	1938	1904	85	97
810	1601	108	1669	1794	475
682	1730	1887	626	1396	988
1097	1762	342	795	94	665
1340	1325	1588	160	1379	536
329	1395	925	513	1306	427
1284	1041	1393	65	1383	1778
967	114	1764	1994	151	145
1361	174	1892	1021	1908	1362
1386	1889	768	1237	377	1440
976	1698	703	376	1467	356
1401	42	1983	34	1679	113
218	1706	610	1455	1568	1032
1725	614	1167	976	668	1365
1014	587	1817	322	1438	1485
1567	503	83	1676	1097	1464
1536	963	573	42	1449	84
1670	49	440	889	370	930
1321	892	568	137	441	716
1862	1916	847	893	286	363
256	616	1492	296	644	676
64	496	1622	1261	1513	1629
574	1101	1715	123	195	1310
895	1368	1216	104	1597	334
113	1677	930	78	1456	667
835	200	1604	818	1458	1735
876	348	36	516	800	929
1193	1683	1570	1529	1397	619
310	1467	646	1894	1651	1561
1701	607	347	1521	101	756
1791	1413	400	1057	480	1589
1377	541	1664	172	119	1503
422	946	38	1551	183	1753
797	383	491	1484	1982	870
229	165	807	400	899	1557
1374	1502	937	793	623	25
238	605	72	1051	545	329
194	316	885	579	617	711
1406	488	1637	1044	1846	822
1935	308	1865	730	432	1308
670	506	1771	1038	142	784
860	226	838	1070	1595	1911
1987	1817	146	1443	1853	497
468	1483	1832	768	1394	602
832	1953	817	1962	53	217
137	1260	1248	1187	1538	693
467	1375	1851	643	1414	1925
898	667	1250	1211	1085	296
845	782	274	1635	521	411
1811	1449	1139	398	1184	1760
1579	574	598	1210	1554	696
1524	1433	1843	153	225	1502
261	1162	918	1232	304	33
957	1307	1228	989	1403	424
1023	673	280	1945	835	429
1757	98	569	51	765	1976
395	373	141	489	1725	668
485	496	1260	1219	329	951
347	545	1246	1361	1333	816
223	792	854	370	1967	1938
1690	1018	623	1820	989	1687
855	1908	331	396	593	333
550	455	289	1705	646	1077
1850	840	555	214	1619	340
1334	697	1437	24	1531	230
713	1186	288	1768	1635	848
719	1406	96	555	1840	883
525	1345	287	1885	626	1055
296	1666	1741	47	24	1276
243	352	1503	1213	1360	1815
1115	838	878	364	1528	29
1928	1902	1883	450	459	1380
1126	1110	1842	1869	387	1239
659	1844	1008	1826	194	1615
1613	580	1932	1007	1735	148
1687	1797	182	1842	318	731
1453	1586	1230	1465	972	1014
1136	1639	1771	660	1759	1123
1272	1101	699	635	1548	806
17	1682	381	627	1236	1639
1072	848	801	1498	204	1678
1050	1500	879	684	1816	211
1343	1114	939	1916	840	1535
181	885	1597	1499	66	1896
1210	621	353	1295	20	389
1114	1219	1903	1505	1431	957
1004	1508	1480	1369	1611	1609
107	1701	1090	801	1313	1730
1054	1263	1004	637	605	1213
714	604	131	1105	123	1996
698	1228	121	996	970	1769
1959	886	1313	866	1915	96
1054	148	1172	780	1860	260
758	1197	1037	93	799	174
1632	588	639	835	268	1832
1530	1483	1917	1006	1945	504
699	194	1094	400	1299	1060
1525	61	1376	832	1384	639
1720	365	840	33	1805	1191
1391	628	1437	1999	1686	1549
1634	773	545	1934	849	1676
1395	336	745	553	885	1073
984	644	1986	1858	1890	1230
1761	174	282	659	50	1255
1301	1542	245	1422	1923	1378
1004	1565	1407	883	84	167
501	901	304	858	1432	801
1611	1665	633	20	1100	204
523	1381	888	1062	694	559
717	452	698	1425	374	1095
640	1935	1628	701	253	464
1935	1056	1189	334	1643	716
546	483	1148	177	1104	1617
1186	70	1779	764	1037	1776
944	1881	1825	1328	843	1506
99	751	1810	86	603	1661
1229	1927	911	589	523	236
1675	1446	1656	1514	226	1270
1969	1901	863	301	1473	703
1446	1275	963	539	768	1474
1594	440	49	305	146	1399
92	1672	1999	113	376	41
1914	353	1755	1995	879	994
945	618	1097	505	1335	93
760	537	1457	67	330	1220
1187	1414	1925	590	1752	698
274	84	637	1409	461	1627
554	1264	950	938	724	1582
83	1546	1840	1828	1190	1201
1832	952	707	91	830	537
1034	1561	1618	1627	419	854
1106	1997	1861	1864	1190	280
1105	1397	511	270	950	1140
216	816	81	816	609	1793
1667	264	1615	1368	1804	458
1908	1896	208	779	723	1118
1741	1256	865	959	662	1117
1775	712	108	1430	852	942
1922	1182	1996	58	885	1257
1646	252	819	506	211	1795
1931	348	1136	1318	1839	1464
725	1998	1835	402	1217	424
1215	407	1594	1119	540	1564
870	1409	1898	510	1989	1124
42	1962	1320	1913	704	290
594	1628	168	266	626	1698
1106	1809	235	1109	1726	1879
198	1469	1187	1602	272	1307
68	1359	1299	1504	1511	1027
281	182	445	744	1100	1882
1706	556	1785	1240	1966	1340
56	417	1432	965	530	1741
1040	786	1168	1647	1847	546
188	348	550	1848	602	796
603	741	422	1936	1196	1333
1170	813	83	546	1117	792
1962	593	1825	1359	330	68
1141	1469	1669	1833	793	1272
816	1586	535	1294	1074	184
121	1609	809	368	1288	979
1276	211	1988	854	289	1789
473	114	778	168	714	1188
1114	574	578	117	619	551
1187	1544	1530	1726	1050	122
696	1296	13	1293	1391	314
1838	576	380	115	1574	1404
150	534	1212	888	1909	339
64	456	1576	556	946	798
150	783	207	1882	1326	1696
788	1276	438	975	385	159
1961	1976	1008	292	307	1588
911	199	1337	1978	521	1656
628	1213	1972	1681	537	1981
1963	1673	1904	1498	1605	1676
478	1658	447	1420	600	1725
980	1852	157	382	1204	618
1174	1803	1934	1125	445	610
227	1218	76	203	233	753
1661	1474	26	1567	710	529
1569	955	807	1819	782	427
980	957	635	1575	739	1862
568	1815	942	2000	1797	562
1811	328	756	1190	1141	1183
1452	65	325	290	1227	1218
653	1760	1362	1674	1748	1563
287	809	938	471	838	1915
747	445	1950	1435	286	1932
1209	1137	181	1741	1666	749
1973	154	857	1100	1712	430
421	1402	1917	636	524	1726
1953	1747	785	130	1258	1745
1662	1789	1434	1851	1443	1653
1426	594	1504	477	1317	1199
1505	1739	1949	270	118	1256
959	1107	1654	868	1193	1051
1019	924	367	1241	985	444
547	1684	367	1993	850	1688
1117	1127	1100	126	346	1907
1558	801	830	70	181	1363
188	1615	1306	501	87	1013
410	705	1485	1696	1650	732
1291	560	338	354	1671	799
1133	501	740	503	1090	1202
1531	722	331	1821	946	1751
1768	1594	1508	1498	1878	884
1280	702	1699	251	1447	802
317	1110	1516	1290	1580	1116
1975	806	1430	1797	176	533
1006	1208	1125	1273	1947	1557
914	564	673	537	750	912
1217	305	1172	1459	1559	1509
461	1654	1928	1785	1967	364
202	1070	1224	259	1228	1644
864	864	855	857	685	857
400	119	1415	1393	574	1420
837	1768	91	1521	1693	269
1029	1838	66	1178	66	1178
1785	34	209	177	1750	303
64	157	1203	1966	1338	770
1332	948	1664	1911	550	1814
718	235	1934	1479	873	1883
903	1674	207	600	1855	544
1210	1206	141	1167	1847	693
1681	400	462	1383	1802	1782
264	472	635	1972	113	1569
1080	1871	971	1536	1642	1114
1008	647	1042	1299	1053	1793
1635	1600	303	256	1880	1683
1186	213	434	435	1925	1612
1217	136	307	1543	546	770
324	626	1336	477	159	1918
1062	1176	637	1242	301	817
412	86	1716	906	1332	612
1446	320	410	266	1838	903
943	571	1176	1884	1322	1050
1212	784	911	420	1182	1838
429	1025	163	1693	1118	1589
391	790	1919	143	727	70
76	79	1241	515	1558	1181
349	286	1078	37	1294	1414
799	145	1082	555	1562	1325
384	1303	848	1022	127	1818
846	1559	807	1651	785	1316
174	1115	416	408	1444	411
1574	1128	1718	1510	266	577
1224	1536	811	570	441	1588
102	1900	1337	942	335	867
164	943	1878	1608	1619	1120
601	1492	990	1018	213	1025
1024	1013	48	713	671	1972
1697	1273	1901	892	1906	1102
668	719	96	280	313	1771
1896	727	225	971	1731	751
982	551	1061	1296	1304	1591
716	1911	1805	1309	1855	691
1468	1150	1671	18	1573	23
1401	1651	211	1635	202	675
1335	1827	403	1467	1937	964
949	1640	657	1050	130	932
604	1494	1307	1300	612	1492
1552	265	1261	344	892	741
1498	1889	161	1483	399	404
691	1168	327	1804	1932	111
398	1956	1070	947	1936	644
274	1892	1765	702	47	545
1047	1991	912	750	248	1437
292	1265	1176	751	1652	848
1609	1113	333	971	664	813
1191	412	1546	478	813	486
1944	1619	91	356	170	1336
1237	474	304	159	1442	795
1657	704	1886	1320	1504	1561
272	214	783	835	1041	364
1272	1823	1569	189	1506	759
986	105	474	690	472	325
1589	1316	1659	1836	1432	574
1732	122	1114	1476	1695	1316
1798	1987	1506	1994	265	574
609	1289	1918	35	1114	688
700	1303	111	122	1608	739
331	1643	728	1352	1660	1225
231	1587	836	78	1876	195
539	374	218	1972	440	1311
1526	258	1526	467	258	771
1096	918	390	1528	1746	831
730	269	1708	729	1171	1777
739	1729	1306	580	179	1955
651	427	559	95	1075	809
1594	1383	1092	1977	1520	443
164	365	997	969	164	365
1937	1732	877	482	438	121
697	190	345	1658	90	1878
293	1398	102	858	1434	1216
688	788	1359	1090	685	1340
232	1960	472	1980	350	937
330	1315	969	1051	1178	1686
750	1814	1598	1854	855	1953
77	1592	1479	481	1839	335
1199	821	319	901	379	269
1341	657	1901	887	1334	507
1635	1904	1999	870	867	122
1138	716	1458	1190	1604	1870
434	145	709	1824	447	1323
1242	1854	590	560	124	1622
1801	1947	421	1530	665	1864
575	1073	1857	723	422	1937
564	251	1386	290	175	1716
1482	1245	1240	726	1987	125
1877	1280	731	462	732	878
1826	1187	709	870	2000	372
1945	1424	571	1552	1533	1296
1653	1711	1758	1610	1602	324
669	1823	847	864	707	1354
1474	1474	213	528	223	186
382	1308	790	841	1087	261
36	1824	1503	1226	1410	523
341	741	1578	1316	1747	1584
1801	1704	781	421	1695	1688
1159	1396	1449	1808	1061	491
534	732	1358	978	1648	1970
752	790	935	1226	989	1212
1676	185	534	823	1236	843
1551	1337	1074	1923	1930	1401
1430	1588	1559	1087	437	496
826	1821	227	949	451	157
1380	1764	1050	1805	1497	928
262	262	1683	1687	262	1683
13	737	26	1942	1182	1620
1969	1436	1232	105	1331	1495
265	57	340	1774	1721	597
191	1203	478	484	1633	1045
1160	447	535	1079	791	1771
1815	1468	351	866	258	1942
1769	470	83	1744	788	1281
1625	1789	130	1132	1364	120
1164	390	1068	347	776	1288
1114	1363	1771	206	1152	1326
564	1369	980	230	1348	417
1754	766	2000	1948	1550	811
1909	1781	1031	1105	747	1246
1458	141	1809	479	769	1324
84	1931	475	1542	1052	951
613	588	528	547	375	1375
1437	132	1734	1447	1240	31
66	144	729	915	1659	857
1407	1762	1882	837	854	1667
636	405	292	1453	1964	1019
463	1237	687	370	1773	319
1470	293	807	612	1921	408
518	683	150	1590	466	1278
1966	1564	1151	1266	1372	1335
551	2000	1424	1317	886	495
1427	427	1762	683	1613	611
1209	1173	1630	297	973	1790
985	779	1311	1880	834	455
366	1997	749	734	579	1422
1826	1383	840	1095	1129	552
1823	1652	1066	958	1639	412
712	41	1024	994	1425	952
624	985	1114	1073	579	55
1507	304	510	608	1276	1246
887	1327	1007	506	1544	1911
281	1861	1223	1736	630	211
339	145	65	1612	1799	1050
1001	1007	1020	1229	534	22
1308	1873	1327	131	264	932
